Image name,Fruite type,x_min,y_min,x_max,y_max
Mango (3).jpeg,Mango,60.64,0,770.56,258.42
Mango (30).jpeg,Mango,440.8028,16.8249,754.6868,364.8867
Mango (30).jpeg,Mango,314.9964,224.6286,662.5796,458.3814
Mango (30).jpeg,Mango,49.0808,120.7116,314.996,484.3608
Mango (31).jpeg,Mango,31.9648,260.3466,705.5648,590.2134
Mango (31).jpeg,Mango,246.6844,14.8803,797.3332,282.4269
Mango (32).jpeg,Mango,265.0208,20.0868,495.144,214.8984
Mango (32).jpeg,Mango,307.786,352.551,591.0124,581.1306
Mango (32).jpeg,Mango,453.8268,186.3189,689.8436,385.0143
Mango (32).jpeg,Mango,185.3828,191.5071,425.8108,381.1305
Mango (33).jpeg,Mango,337.7052,229.8543,565.3508,505.1997
Mango (33).jpeg,Mango,398.5836,11.6727,621.5348,279.2361
Mango (33).jpeg,Mango,492.2756,445.4544,698.3612,600
Mango (33).jpeg,Mango,635.5936,29.8542,800,296.109
Mango (33).jpeg,Mango,552.236,232.473,738.6488,471.4182
Mango (39).jpeg,Mango,2.72,11.88,797.28,442.8
Mango (4).jpeg,Mango,43.6288,60.8508,520.7872,284.5524
Mango (4).jpeg,Mango,308.0216,243.3165,785.18,496.9311
Mango (4).jpeg,Mango,0,401.0619,378.2736,595.8981
Mango (40).jpeg,Mango,335.4288,401.5716,565,565.5
Mango (40).jpeg,Mango,542.9996,328.3662,767.0356,497.4378
Mango (40).jpeg,Mango,261.2144,93.3216,479.7504,262.3932
Mango (40).jpeg,Mango,419.2856,208.7949,630.964,355.1787
Mango (40).jpeg,Mango,188.3572,257.25,416.5356,390.2412
Mango (41).jpeg,Mango,37.2,164.94,302.48,369.78
Mango (41).jpeg,Mango,292.56,124.86,601.36,451.44
Mango (41).jpeg,Mango,547.92,153.06,800,365.34
Mango (42).jpeg,Mango,488.3572,9.8841,772.3708,342.9363
Mango (42).jpeg,Mango,48.3576,137.7225,377.7048,378.2427
Mango (42).jpeg,Mango,4.3716,353.0289,343.038,529.6299
Mango (43).jpeg,Mango,73.7164,206.1636,339.0548,455.6064
Mango (43).jpeg,Mango,273.7168,188.1309,741.7312,488.6883
Mango (44).jpeg,Mango,20.9256,17.1066,783.5528,574.4046
Mango (45).jpeg,Mango,33.2516,322.0314,201.3436,499.6878
Mango (45).jpeg,Mango,612.4888,292.0941,767.8168,393.0939
Mango (45).jpeg,Mango,550.382,222.9063,680.0916,320.1561
Mango (45).jpeg,Mango,331.084,136.8753,486.412,267.7815
Mango (45).jpeg,Mango,22.2904,161.1876,175.756,297.7188
Mango (45).jpeg,Mango,195.878,335.1252,329.0692,479.1252
Mango (45).jpeg,Mango,33.2516,322.0314,201.3436,499.6878
Mango (45).jpeg,Mango,429.7708,396.8127,557.6788,520.2501
Mango (45).jpeg,Mango,347.3588,307.0623,479.1148,456.6561
Mango (45).jpeg,Mango,612.4888,292.0941,767.8168,393.0939
Mango (45).jpeg,Mango,550.382,222.9063,680.0916,320.1561
Mango (45).jpeg,Mango,331.084,136.8753,486.412,267.7815
Mango (45).jpeg,Mango,347.3588,307.0623,479.1148,456.6561
Mango (45).jpeg,Mango,429.7708,396.8127,557.6788,520.2501
Mango (45).jpeg,Mango,195.878,335.1252,329.0692,479.1252
Mango (45).jpeg,Mango,22.2904,161.1876,175.756,297.7188
Mango (5).jpeg,Mango,0.0004,0.0003,402.9292,176.9673
Mango (5).jpeg,Mango,88.1748,240.5673,597.7708,463.1127
Mango (51).jpeg,Mango,133.1584,240.7419,717.6832,521.2581
Mango (51).jpeg,Mango,155.6284,1.3746,766.3828,208.953
Mango (52).jpeg,Mango,371.4904,213.5877,472.34,294.0003
Mango (52).jpeg,Mango,481.6984,19.0824,573.22,163.0824
Mango (52).jpeg,Mango,63.3204,426.7734,145.5132,499.701
Mango (53).jpeg,Mango,319.4492,429.6063,450.0868,545.5737
Mango (53).jpeg,Mango,582.3476,251.967,691.4492,371.6394
Mango (53).jpeg,Mango,440.1448,345.4752,555.884,493.2132
Mango (53).jpeg,Mango,203.7388,152.8527,312.8404,281.8689
Mango (53).jpeg,Mango,157.4488,337.9998,278.1448,438.9834
Mango (53).jpeg,Mango,319.4492,429.6063,450.0868,545.5737
Mango (53).jpeg,Mango,440.1448,345.4752,555.884,493.2132
Mango (53).jpeg,Mango,582.3476,251.967,691.4492,371.6394
Mango (53).jpeg,Mango,312.8408,132.2625,461.652,323.0163
Mango (53).jpeg,Mango,203.7388,152.8527,312.8404,281.8689
Mango (53).jpeg,Mango,157.4488,337.9998,278.1448,438.9834
Mango (53).jpeg,Mango,312.8408,132.2625,461.652,323.0163
Mango (54).jpeg,Mango,294.2008,144.267,745.3176,499.6038
Mango (6).jpeg,Mango,0,91.9062,800,464.0466
Mango (7).jpeg,Mango,178.56,396.9,510.24,568.92
Mango (7).jpeg,Mango,245.92,118.2,512.72,282.78
Mango (7).jpeg,Mango,343.12,41.52,577.52,187.44
Mango (7).jpeg,Mango,487.76,136.92,772,290.28
Mango (7).jpeg,Mango,343.12,41.52,577.52,187.44
Mango (7).jpeg,Mango,487.76,136.92,772,290.28
Mango (7).jpeg,Mango,178.56,396.9,510.24,568.92
Mango (7).jpeg,Mango,245.92,118.2,512.72,282.78
Mango (8).jpeg,Mango,0,0,0,0
Mango (9).jpeg,Mango,0,0,699.76,460.44
Mango (9).jpeg,Mango,0,0,699.76,460.44
Strawberry (10).jpeg,Strawberry,298.3856,36.8856,449.3968,186.492
Strawberry (10).jpeg,Strawberry,92.6256,377.2458,270.1968,524.9838
Strawberry (10).jpeg,Strawberry,127.4764,51.8688,273.5124,195.8688
Strawberry (10).jpeg,Strawberry,213.7604,165.9342,346.502,319.2786
Strawberry (10).jpeg,Strawberry,306.6768,218.2953,441.1056,336.0987
Strawberry (10).jpeg,Strawberry,298.3856,36.8856,449.3968,186.492
Strawberry (10).jpeg,Strawberry,474.2688,418.3932,661.7888,523.1148
Strawberry (10).jpeg,Strawberry,384.6692,240.7212,602.0364,422.1312
Strawberry (10).jpeg,Strawberry,260.218,358.5573,462.662,513.7707
Strawberry (10).jpeg,Strawberry,92.6256,377.2458,270.1968,524.9838
Strawberry (10).jpeg,Strawberry,127.4764,51.8688,273.5124,195.8688
Strawberry (10).jpeg,Strawberry,213.7604,165.9342,346.502,319.2786
Strawberry (10).jpeg,Strawberry,306.6768,218.2953,441.1056,336.0987
Strawberry (10).jpeg,Strawberry,474.2688,418.3932,661.7888,523.1148
Strawberry (10).jpeg,Strawberry,384.6692,240.7212,602.0364,422.1312
Strawberry (10).jpeg,Strawberry,260.218,358.5573,462.662,513.7707
Strawberry (11).jpeg,Strawberry,347.3896,519.363,415.3896,594.153
Strawberry (11).jpeg,Strawberry,372.2712,467.0061,451.8984,543.6687
Strawberry (11).jpeg,Strawberry,282.6776,444.5733,372.2712,521.2359
Strawberry (11).jpeg,Strawberry,176.5088,203.3121,231.2544,294.9555
Strawberry (11).jpeg,Strawberry,151.6272,276.2295,208.0336,347.3121
Strawberry (11).jpeg,Strawberry,35.5256,276.2295,105.1864,360.3825
Strawberry (11).jpeg,Strawberry,257.7968,510.0003,337.424,577.3377
Strawberry (11).jpeg,Strawberry,310.8812,388.4334,382.2036,472.6242
Strawberry (12).jpeg,Strawberry,339.8688,195.8688,464.32,349.2132
Strawberry (12).jpeg,Strawberry,529.0472,107.9676,716.5384,287.4756
Strawberry (12).jpeg,Strawberry,399.6216,334.2294,597.0616,491.3442
Strawberry (12).jpeg,Strawberry,275.1712,435.246,449.3968,588.5904
Strawberry (12).jpeg,Strawberry,178.9092,328.623,319.9708,485.7378
Strawberry (12).jpeg,Strawberry,39.5344,150.9837,192.2032,321.1479
Strawberry (12).jpeg,Strawberry,178.9096,51.8688,349.8184,220.164
Strawberry (13).jpeg,Strawberry,338.7824,388.2816,515.288,567.8292
Strawberry (13).jpeg,Strawberry,126.9564,238.8846,291.6996,392.2314
Strawberry (13).jpeg,Strawberry,487.842,223.8996,654.5452,384.7536
Strawberry (13).jpeg,Strawberry,517.2488,390.3621,691.7944,564.2715
Strawberry (13).jpeg,Strawberry,356.4268,76.161,556.49,257.397
Strawberry (13).jpeg,Strawberry,132.8384,390.3618,315.2256,553.0554
Strawberry (13).jpeg,Strawberry,142.6404,76.161,342.7036,257.397
Strawberry (13).jpeg,Strawberry,572.1744,96.7536,734.9568,240.7536
Strawberry (14).jpeg,Strawberry,518.1588,259.3371,593.902,332.2629
Strawberry (14).jpeg,Strawberry,239.8492,132.1716,309.0116,201.36
Strawberry (14).jpeg,Strawberry,406.1884,210.6855,491.8036,291.1197
Strawberry (14).jpeg,Strawberry,271.1544,201.3597,335.3656,285.4971
Strawberry (14).jpeg,Strawberry,155.8944,360.3084,234.928,444.48
Strawberry (14).jpeg,Strawberry,53.796,276.1713,134.4904,364.0455
Strawberry (14).jpeg,Strawberry,118.008,165.8058,180.5888,240.6174
Strawberry (14).jpeg,Strawberry,699.2904,145.2342,763.5016,233.1426
Strawberry (14).jpeg,Strawberry,419.3512,291.1203,501.676,388.3545
Strawberry (14).jpeg,Strawberry,719.0344,285.4971,798.068,388.3545
Strawberry (14).jpeg,Strawberry,630.1284,294.8574,705.8716,393.9774
Strawberry (14).jpeg,Strawberry,560.9656,321.0516,626.8376,420.1716
Strawberry (14).jpeg,Strawberry,572.4984,154.5942,636.7096,223.7826
Strawberry (15).jpeg,Strawberry,233.6876,8.8521,514.0948,394.0983
Strawberry (16).jpeg,Strawberry,392.302,103.2945,519.2452,295.7367
Strawberry (16).jpeg,Strawberry,510.3096,385.5156,630.0984,516.6
Strawberry (16).jpeg,Strawberry,301.132,385.5159,462.0376,524.0841
Strawberry (16).jpeg,Strawberry,195.6528,144.4419,317.2224,290.3049
Strawberry (17).jpeg,Strawberry,394.706,221.8788,497.3724,294.8016
Strawberry (17).jpeg,Strawberry,355.4512,489.3036,473.216,571.5792
Strawberry (17).jpeg,Strawberry,150.1568,343.4334,283.0192,416.3562
Strawberry (17).jpeg,Strawberry,132.0392,397.6518,240.7448,493.0446
Strawberry (17).jpeg,Strawberry,446.0392,105.9111,572.8232,184.4697
Strawberry (18).jpeg,Strawberry,253.5856,250.0983,401.28,339.8685
Strawberry (18).jpeg,Strawberry,379.6948,91.1148,470.9532,225.7704
Strawberry (18).jpeg,Strawberry,437.7604,229.5081,538.9964,345.4755
Strawberry (18).jpeg,Strawberry,89.3092,236.9835,217.0764,352.9509
Strawberry (18).jpeg,Strawberry,314.9964,104.2293,389.6436,236.9835
Strawberry (18).jpeg,Strawberry,232.0288,336.0981,366.4288,452.0655
Strawberry (20).jpeg,Strawberry,106.286,449.1957,134.3012,479.1339
Strawberry (20).jpeg,Strawberry,573.22,494.1033,595.6136,542.7219
Strawberry (20).jpeg,Strawberry,722.6252,486.6186,754.378,531.495
Strawberry (20).jpeg,Strawberry,414.4556,252.8352,438.7332,299.598
Strawberry (20).jpeg,Strawberry,242.6256,494.103,272.4944,538.9794
Strawberry (20).jpeg,Strawberry,399.506,482.8455,421.9308,531.4641
Strawberry (21).jpeg,Strawberry,85.6044,211.3656,143.6148,254.1948
Strawberry (21).jpeg,Strawberry,412.4068,63.2928,474.3532,104.634
Strawberry (21).jpeg,Strawberry,660.2352,124.9269,714.2672,164.0247
Strawberry (21).jpeg,Strawberry,154.0108,64.8048,231.786,109.146
Strawberry (21).jpeg,Strawberry,686.588,23.4633,739.2936,68.5611
Strawberry (21).jpeg,Strawberry,32.8556,55.0245,148.8772,108.3903
Strawberry (21).jpeg,Strawberry,212.1068,267.7317,267.8932,310.7559
Strawberry (21).jpeg,Strawberry,445.0056,432.3171,523.7224,475.3173
Strawberry (21).jpeg,Strawberry,445.0048,469.7073,520.4704,518.3415
Strawberry (21).jpeg,Strawberry,508.6628,515.0976,562.6524,549.5364
Strawberry (21).jpeg,Strawberry,694.5028,462.3903,742.118,504.6585
Strawberry (21).jpeg,Strawberry,162.61,501.5364,245.9468,541.1952
Strawberry (21).jpeg,Strawberry,155.2944,451.9515,234.952,497.3661
Strawberry (21).jpeg,Strawberry,82.9952,533.9022,150.7168,586.6098
Strawberry (21).jpeg,Strawberry,376.9412,293.2926,442.8236,342.1218
Strawberry (21).jpeg,Strawberry,506.0968,265.4634,572.0216,321.0978
Strawberry (21).jpeg,Strawberry,436.2356,225.6342,512.6844,263.2194
Strawberry (21).jpeg,Strawberry,623.444,182.805,697.2408,226.3902
Strawberry (21).jpeg,Strawberry,430.8448,108.3903,482.2672,153.4881
Strawberry (21).jpeg,Strawberry,139.9356,301.3905,218.6948,350.0247
Strawberry (22).jpeg,Strawberry,323.5744,461.352,468.3232,596.9316
Strawberry (22).jpeg,Strawberry,630.1616,59.2497,760.8848,219.7839
Strawberry (22).jpeg,Strawberry,494.7744,285.2388,659.7104,411.4776
Strawberry (22).jpeg,Strawberry,328.2388,300.8181,465.1916,453.5451
Strawberry (22).jpeg,Strawberry,507.2,437.9661,709.5152,592.2615
Strawberry (22).jpeg,Strawberry,189.7532,48.3411,339.1316,187.0569
Strawberry (22).jpeg,Strawberry,0,48.3408,144.6128,250.9428
Strawberry (22).jpeg,Strawberry,360.9192,120.0342,491.6424,241.6026
Strawberry (23).jpeg,Strawberry,573.9928,128.5899,663.884,236.1309
Strawberry (23).jpeg,Strawberry,166.08,314.0325,273.9488,502.6227
Strawberry (23).jpeg,Strawberry,412.218,379.5081,531.142,544.6887
Strawberry (23).jpeg,Strawberry,533.9056,373.2786,654.1968,536.9178
Strawberry (23).jpeg,Strawberry,589.2076,292.2297,737.1636,448.0659
Strawberry (23).jpeg,Strawberry,401.164,278.1969,551.884,399.7707
Strawberry (23).jpeg,Strawberry,269.7892,282.8853,379.0252,390.4263
Strawberry (23).jpeg,Strawberry,243.52,183.1476,367.9712,303.1476
Strawberry (23).jpeg,Strawberry,348.6256,111.4425,468.9168,256.3935
Strawberry (23).jpeg,Strawberry,255.9704,374.8197,414.9816,564.9507
Strawberry (23).jpeg,Strawberry,109.3816,91.1805,236.596,189.3771
Strawberry (23).jpeg,Strawberry,98.3272,170.6556,261.4984,257.934
Strawberry (24).jpeg,Strawberry,463.3448,240.7038,581.1528,334.2234
Strawberry (24).jpeg,Strawberry,327.0032,237.5865,435.5584,348.2343
Strawberry (24).jpeg,Strawberry,197.2952,250.056,297.8792,343.5756
Strawberry (25).jpeg,Strawberry,155.0252,192.4917,473.0468,458.9835
Strawberry (25).jpeg,Strawberry,562.938,395.082,799.9996,600
Strawberry (25).jpeg,Strawberry,428.7996,477.672,625.1636,600
Strawberry (25).jpeg,Strawberry,467.5204,243.9015,658.3564,457.4097
Strawberry (25).jpeg,Strawberry,596.1308,141.0492,763.4324,351.4428
Strawberry (25).jpeg,Strawberry,374.8944,28.8525,579.52,228.3279
Strawberry (25).jpeg,Strawberry,0.0004,218.9838,163.3164,526.0002
Strawberry (25).jpeg,Strawberry,0,11.5407,155.0256,222.0981
Strawberry (26).jpeg,Strawberry,542.5592,156.624,625.1928,236.1156
Strawberry (26).jpeg,Strawberry,464.3976,376.3698,591.7016,472.9938
Strawberry (26).jpeg,Strawberry,156.2732,468.312,276.8692,558.6936
Strawberry (26).jpeg,Strawberry,221.0684,220.5084,397.4164,292.1964
Strawberry (26).jpeg,Strawberry,553.7388,247.0062,656.4468,335.8614
Strawberry (26).jpeg,Strawberry,55.8016,390.3813,169.6896,463.6299
Strawberry (26).jpeg,Strawberry,390.758,365.4453,488.994,449.6187
Strawberry (26).jpeg,Strawberry,428.7208,229.8726,551.5032,328.0578
Strawberry (26).jpeg,Strawberry,466.6336,105.1905,571.5776,208.0575
Strawberry (27).jpeg,Strawberry,435.9712,266.8332,540.1712,371.5668
Strawberry (27).jpeg,Strawberry,192.6288,237.8331,284,359.3997
Strawberry (27).jpeg,Strawberry,288.486,188.2665,416.7428,334.1331
Strawberry (27).jpeg,Strawberry,403.9144,360.3333,506.5144,453.8331
Strawberry (27).jpeg,Strawberry,246.8288,330.4002,360.6288,429.5334
Strawberry (27).jpeg,Strawberry,256.4284,115.3332,384.6852,244.3668
Strawberry (28).jpeg,Strawberry,327.608,269.4612,417.1776,415.3296
Strawberry (28).jpeg,Strawberry,420.3168,261.9882,520.9056,370.455
Strawberry (28).jpeg,Strawberry,514.5964,377.928,607.306,469.5804
Strawberry (28).jpeg,Strawberry,222.3396,370.4553,340.1964,471.4491
Strawberry (28).jpeg,Strawberry,223.9096,282.5388,308.74,361.1136
Strawberry (28).jpeg,Strawberry,289.9024,179.6766,354.3248,256.383
Strawberry (29).jpeg,Strawberry,403.3448,277.992,626.9384,405.1404
Strawberry (29).jpeg,Strawberry,237.4688,177.0003,432.2256,285.4689
Strawberry (29).jpeg,Strawberry,572.836,81.6096,756.7912,205.0548
Strawberry (29).jpeg,Strawberry,338.4408,90.9612,507.932,195.7032
Strawberry (29).jpeg,Strawberry,57.13,92.8362,287.9548,231.2346
Strawberry (29).jpeg,Strawberry,17.446,261.1404,230.2372,386.4372
Strawberry (29).jpeg,Strawberry,67.9324,395.7891,320.4068,504.2577
Strawberry (29).jpeg,Strawberry,475.48,384.5862,713.4912,534.1878
Strawberry (30).jpeg,Strawberry,84.8988,180.7677,269.426,341.6163
Strawberry (30).jpeg,Strawberry,114.822,334.1163,309.3028,511.7793
Strawberry (30).jpeg,Strawberry,365.8292,285.5229,547.0076,420.1743
Strawberry (30).jpeg,Strawberry,556.9924,195.7326,681.6748,369.663
Strawberry (30).jpeg,Strawberry,409.054,139.6398,588.5892,304.221
Strawberry (30).jpeg,Strawberry,438.9764,44.2674,620.1548,195.7326
Strawberry (30).jpeg,Strawberry,254.4500   98.5119,417.3644,216.3141,
Strawberry (30).jpeg,Strawberry,209.5816,195.7326,387.4424,362.1978
Strawberry (31).jpeg,Strawberry,212.2764,409.803,321.7748,557.541
Strawberry (31).jpeg,Strawberry,449.542,407.9346,577.3092,591.213
Strawberry (31).jpeg,Strawberry,572.3348,398.5899,663.5932,550.0653
Strawberry (31).jpeg,Strawberry,457.862,256.4592,588.946,366.7872
Strawberry (31).jpeg,Strawberry,288.6112,262.0656,423.0112,409.8036
Strawberry (31).jpeg,Strawberry,114.3852,316.2951,247.1268,458.4261
Strawberry (31).jpeg,Strawberry,260.3928,159.213,349.9928,265.803
Strawberry (31).jpeg,Strawberry,292.0724,73.1802,383.1852,174.1638
Strawberry (31).jpeg,Strawberry,353.3092,174.1635,467.8108,286.3605
Strawberry (32).jpeg,Strawberry,121.76,418.2393,305.28,521.1195
Strawberry (32).jpeg,Strawberry,404.384,264.8805,494.304,360.2607
Strawberry (32).jpeg,Strawberry,558.528,208.7934,655.808,292.9566
Strawberry (32).jpeg,Strawberry,703.52,268.6302,793.44,343.4346
Strawberry (32).jpeg,Strawberry,576.896,367.7607,659.488,474.3585
Strawberry (33).jpeg,Strawberry,204.128,223.7094,265.344,300.387
Strawberry (33).jpeg,Strawberry,361.792,296.6451,448.992,384.5481
Strawberry (33).jpeg,Strawberry,454.56,343.3872,547.328,412.6128
Strawberry (33).jpeg,Strawberry,263.488,322.8387,335.84,393.9033
Strawberry (34).jpeg,Strawberry,268.0196,169.5612,546.2636,337.878
Strawberry (35).jpeg,Strawberry,604.9508,277.0404,653.7964,370.5432
Strawberry (35).jpeg,Strawberry,523.5624,301.353,591.94,381.7458
Strawberry (35).jpeg,Strawberry,473.1168,344.3586,543.0944,419.1678
Strawberry (35).jpeg,Strawberry,461.7052,254.601,523.562,342.4854
Strawberry (35).jpeg,Strawberry,372.166,277.0407,432.4228,348.1041
Strawberry (35).jpeg,Strawberry,604.9508,235.8729,665.1772,295.7343
Strawberry (36).jpeg,Strawberry,411.5492,269.5407,642.2108,559.4097
Strawberry (36).jpeg,Strawberry,204.1308,254.5902,413.2068,520.131
Strawberry (36).jpeg,Strawberry,121.1636,32.0328,338.5596,277.0164
Strawberry (36).jpeg,Strawberry,333.5564,41.3772,590.7492,286.3608
Strawberry (37).jpeg,Strawberry,514.1128,303.1581,609.0264,486.4563
Strawberry (37).jpeg,Strawberry,422.4004,295.6842,522.1436,413.5086
Strawberry (38).jpeg,Strawberry,609.0452,471.4737,755.4332,600.0003
Strawberry (38).jpeg,Strawberry,193.7912,211.5438,348.1192,338.7018
Strawberry (38).jpeg,Strawberry,289.254,116.1753,414.9556,239.5791
Strawberry (38).jpeg,Strawberry,429.2832,213.4035,548.5968,363.0177
Strawberry (38).jpeg,Strawberry,195.4032,413.5089,286.0896,555.6495
Strawberry (38).jpeg,Strawberry,330.6268,-0.0003,451.5524,127.3683
Strawberry (38).jpeg,Strawberry,80.8356,108.6666,196.9852,220.8774
Strawberry (38).jpeg,Strawberry,314.7168,411.6492,437.224,553.7544
Strawberry (38).jpeg,Strawberry,545.4032,134.8419,683.8208,282.5961
Strawberry (38).jpeg,Strawberry,674.2984,157.2981,787.2536,303.1575
Strawberry (38).jpeg,Strawberry,605.8808,327.4737,741.1048,467.7543
Strawberry (39).jpeg,Strawberry,390.0376,176.0913,493.7656,265.8855
Strawberry (39).jpeg,Strawberry,215.4868,426.6858,322.5356,570.6858
Strawberry (39).jpeg,Strawberry,330.7472,325.7145,401.5696,462.2403
Strawberry (39).jpeg,Strawberry,355.472,235.9542,459.2,359.3826
Strawberry (40).jpeg,Strawberry,529.184,83.4783,584.224,133.9893
Strawberry (40).jpeg,Strawberry,527.328,175.1409,595.232,223.7607
Strawberry (40).jpeg,Strawberry,604.416,190.0761,652.128,240.5871
Strawberry (40).jpeg,Strawberry,316.288,296.6739,386.016,335.9673
Strawberry (40).jpeg,Strawberry,486.976,105.9456,545.696,163.9236
Strawberry (41).jpeg,Strawberry,475.106,204.1005,644.894,329.3967
Strawberry (41).jpeg,Strawberry,382.3372,78.8046,536.3764,293.8662
Strawberry (41).jpeg,Strawberry,217.8196,267.687,426.102,409.8102
Strawberry (41).jpeg,Strawberry,328.0944,394.8603,501.3648,535.1397
Strawberry (42).jpeg,Strawberry,543.286,159.2373,729.5396,308.8743
Strawberry (42).jpeg,Strawberry,326.836,80.7069,528.188,217.2279
Strawberry (42).jpeg,Strawberry,578.5164,342.5301,777.3524,477.1815
Strawberry (42).jpeg,Strawberry,286.5724,409.8417,472.826,559.4511
Strawberry (42).jpeg,Strawberry,296.6388,249.0141,515.606,383.6655
Strawberry (42).jpeg,Strawberry,102.8352,170.4834,306.704,288.279
Strawberry (42).jpeg,Strawberry,95.2864,344.4,276.5072,473.442
Strawberry (43).jpeg,Strawberry,664.288,155.5029,711.2,207.8787
Strawberry (43).jpeg,Strawberry,720.96,251.2704,775.104,301.7568
Strawberry (43).jpeg,Strawberry,579.424,271.4586,646.208,336.9282
Strawberry (43).jpeg,Strawberry,476.512,336.9279,519.84,372.4641
Strawberry (43).jpeg,Strawberry,73.952,348.1326,133.504,406.1106
Strawberry (44).jpeg,Strawberry,470.8336,262.9599,531.6,347.1201
Strawberry (44).jpeg,Strawberry,308.7332,277.9203,372.6332,360.2001
Strawberry (44).jpeg,Strawberry,383.5664,240.5202,441.2,326.5602
Strawberry (44).jpeg,Strawberry,240.1672,277.9203,308.7336,350.8401
Strawberry (45).jpeg,Strawberry,348.0692,174.1992,491.006,260.2464
Strawberry (45).jpeg,Strawberry,579.1912,211.6209,716.0696,301.3647
Strawberry (45).jpeg,Strawberry,494.058,310.7205,655.2604,400.4931
Strawberry (45).jpeg,Strawberry,463.6304,189.1851,594.4048,275.2041
Strawberry (45).jpeg,Strawberry,250.7748,265.8483,390.6588,349.9905
Strawberry (45).jpeg,Strawberry,351.1216,282.6825,497.1104,374.3031
Strawberry (46).jpeg,Strawberry,218.7464,223.7556,720.7464,600
Strawberry (47).jpeg,Strawberry,94.9116,285.3927,408.3812,466.7853
Strawberry (47).jpeg,Strawberry,411.2112,49.7499,756.0272,240.5001
Strawberry (47).jpeg,Strawberry,499.592,147,787.3744,322.7856
Strawberry (47).jpeg,Strawberry,442.5576,307.8213,758.9112,477.9999
Strawberry (47).jpeg,Strawberry,129.0884,74.0712,394.1228,246.1068
Strawberry (48).jpeg,Strawberry,407.038,460.2981,598.1636,579.9927
Strawberry (48).jpeg,Strawberry,212.1964,185.3895,414.5572,299.4765
Strawberry (48).jpeg,Strawberry,384.5684,82.5381,594.4044,170.4219
Strawberry (48).jpeg,Strawberry,455.7816,209.6949,646.8632,320.0511
Strawberry (48).jpeg,Strawberry,328.3496,318.1746,493.2456,417.2946
Strawberry (48).jpeg,Strawberry,152.2628,58.2327,309.6396,149.8689
Strawberry (48).jpeg,Strawberry,279.6504,13.3308,410.7976,103.1124
Strawberry (48).jpeg,Strawberry,586.9292,357.4473,706.842,480.8727
Strawberry (48).jpeg,Strawberry,628.1532,469.6581,800.0004,557.5419
Strawberry (49).jpeg,Strawberry,0,118.935,418.5792,320.913
Strawberry (49).jpeg,Strawberry,4.8964,324.6522,565.246,528.4998
Strawberry (49).jpeg,Strawberry,531.3664,139.5,800,304.0872
Strawberry (50).jpeg,Strawberry,212.0436,229.2921,453.3916,313.4451
Strawberry (50).jpeg,Strawberry,52.3476,478.0074,271.4348,582.7446
Strawberry (51).jpeg,Strawberry,321.7744,391.0821,443.0832,492.0987
Strawberry (51).jpeg,Strawberry,418.1816,172.2951,578.9672,295.7049
Strawberry (51).jpeg,Strawberry,278.6328,247.0818,411.404,361.1802
Strawberry (51).jpeg,Strawberry,177.4252,144.2298,281.9492,269.541
Strawberry (52).jpeg,Strawberry,406,270.48,493.28,354.6
Strawberry (52).jpeg,Strawberry,81.84,193.8,179.04,249.9
Strawberry (52).jpeg,Strawberry,293.76,236.82,391.04,291
Strawberry (52).jpeg,Strawberry,687.76,350.88,800,423.78
Strawberry (8).jpeg,Strawberry,56.9148,304.2855,326.8116,599.9997
Strawberry (8).jpeg,Strawberry,477.1196,186.4113,702.5828,388.8339
Strawberry (9).jpeg,Strawberry,158.9732,272.3685,266.7468,369.7263
Strawberry (9).jpeg,Strawberry,107.5316,108.3792,222.6412,223.674
Strawberry (9).jpeg,Strawberry,271.6376,200.6211,408.8152,297.9789
Strawberry (9).jpeg,Strawberry,61.0112,310.8,156.528,418.4208
Strawberry (9).jpeg,Strawberry,376.966,446.5893,516.5588,551.6211
Strawberry (9).jpeg,Strawberry,482.294,385.1055,631.698,515.7789
Strawberry (9).jpeg,Strawberry,624.332,338.9682,744.3624,433.7682
Strawberry (9).jpeg,Strawberry,612.1056,162.1893,705.1776,259.5471
Strawberry (9).jpeg,Strawberry,244.7092,356.9049,421.0412,490.1367
